Date,Report Number,Report Year,Region,Commodity,Type,Low Price,High Price,Imported Low Price,Imported High Price,Domestic Low Price,Domestic High Price
10/22/04,42,2004,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.98,2.11,,,,
10/22/04,42,2004,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.98,2.11,,,,
10/22/04,42,2004,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.81,2.265,,,,
10/22/04,42,2004,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.81,2.265,,,,
10/22/04,42,2004,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.39,2.95,,,,
10/22/04,42,2004,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.39,2.95,,,,
10/22/04,42,2004,MIDWEST,CHEESE,MONTEREY JACK 10#,1.86,2.265,,,,
10/22/04,42,2004,MIDWEST,CHEESE,MONTEREY JACK 10#,1.86,2.265,,,,
10/22/04,42,2004,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.755,2.365,,,,
10/22/04,42,2004,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.755,2.365,,,,
10/22/04,42,2004,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.58,2,,,,
10/22/04,42,2004,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.58,2,,,,
10/29/04,43,2004,WEST,CHEESE,CHEDDAR 10# CUTS,1.845,2.065,,,,
10/29/04,43,2004,WEST,CHEESE,CHEDDAR 10# CUTS,1.845,2.065,,,,
10/29/04,43,2004,WEST,CHEESE,CHEDDAR 40# BLOCK,1.665,2.0175,,,,
10/29/04,43,2004,WEST,CHEESE,CHEDDAR 40# BLOCK,1.665,2.0175,,,,
10/29/04,43,2004,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.7,,,,
10/29/04,43,2004,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.7,,,,
10/29/04,43,2004,WEST,CHEESE,MONTEREY JACK 10#,1.855,2.015,,,,
10/29/04,43,2004,WEST,CHEESE,MONTEREY JACK 10#,1.855,2.015,,,,
10/29/04,43,2004,WEST,CHEESE,PROCESS 5# LOAF,1.6675,1.9275,,,,
10/29/04,43,2004,WEST,CHEESE,PROCESS 5# LOAF,1.6675,1.9275,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.615,2.13,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.5725,2.0475,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.6875,1.9475,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.615,2.13,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.6875,1.9475,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.5725,2.0475,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.45,2.65,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.45,2.65,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,MUENSTER,1.7875,1.99,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,MUENSTER,1.7875,1.99,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.725,1.9325,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.745,1.985,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.725,1.9325,,,,
10/29/04,43,2004,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.745,1.985,,,,
10/29/04,43,2004,FOREIGN,CHEESE,BLUE,,,2.64,4.29,1.93,3.42
10/29/04,43,2004,FOREIGN,CHEESE,BLUE,,,2.64,4.29,1.93,3.42
10/29/04,43,2004,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
10/29/04,43,2004,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.45,,
10/29/04,43,2004,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.45,,
10/29/04,43,2004,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
10/29/04,43,2004,FOREIGN,CHEESE,GORGONZOLA,,,3.69,5.94,2.435,2.49
10/29/04,43,2004,FOREIGN,CHEESE,GORGONZOLA,,,3.69,5.94,2.435,2.49
10/29/04,43,2004,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
10/29/04,43,2004,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
10/29/04,43,2004,FOREIGN,CHEESE,"GOUDA, LARGE",,,0,0,,
10/29/04,43,2004,FOREIGN,CHEESE,"GOUDA, LARGE",,,0,0,,
10/29/04,43,2004,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.09,,
10/29/04,43,2004,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.09,,
10/29/04,43,2004,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,3.34,3.45
10/29/04,43,2004,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,3.34,3.45
10/29/04,43,2004,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.69,1.9425,2.165
10/29/04,43,2004,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.69,1.9425,2.165
10/29/04,43,2004,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.69,3.29,,
10/29/04,43,2004,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.69,3.29,,
10/29/04,43,2004,FOREIGN,CHEESE,ROMANO (COWS MILK),,,0,0,3.125,5.3
10/29/04,43,2004,FOREIGN,CHEESE,ROMANO (COWS MILK),,,0,0,3.125,5.3
10/29/04,43,2004,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,3.15,,
10/29/04,43,2004,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,3.15,,
10/29/04,43,2004,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
10/29/04,43,2004,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
10/29/04,43,2004,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.29,,
10/29/04,43,2004,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.29,,
10/29/04,43,2004,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,0,0,,
10/29/04,43,2004,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,0,0,,
10/29/04,43,2004,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
10/29/04,43,2004,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
10/29/04,43,2004,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.45,2.65
10/29/04,43,2004,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.45,2.65
10/29/04,43,2004,MIDWEST,CHEESE,BLUE 5#,2.3975,2.7,,,,
10/29/04,43,2004,MIDWEST,CHEESE,BLUE 5#,2.3975,2.7,,,,
10/29/04,43,2004,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.98,2.2025,,,,
10/29/04,43,2004,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.98,2.2025,,,,
10/29/04,43,2004,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.88,2.265,,,,
10/29/04,43,2004,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.88,2.265,,,,
10/29/04,43,2004,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.39,2.95,,,,
10/29/04,43,2004,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.39,2.95,,,,
10/29/04,43,2004,MIDWEST,CHEESE,MONTEREY JACK 10#,1.86,2.265,,,,
10/29/04,43,2004,MIDWEST,CHEESE,MONTEREY JACK 10#,1.86,2.265,,,,
10/29/04,43,2004,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.8475,2.365,,,,
10/29/04,43,2004,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.8475,2.365,,,,
10/29/04,43,2004,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.695,2,,,,
10/29/04,43,2004,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.695,2,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.6375,2.1525,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.595,2.07,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.6375,2.1525,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.71,1.97,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.71,1.97,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.595,2.07,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.45,2.65,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.45,2.65,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,MUENSTER,1.81,2.0125,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,MUENSTER,1.81,2.0125,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.77,2.01,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.75,1.9575,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.77,2.01,,,,
10/29/04,44,2004,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.75,1.9575,,,,
10/29/04,44,2004,FOREIGN,CHEESE,BLUE,,,2.64,4.29,1.9525,3.4425
10/29/04,44,2004,FOREIGN,CHEESE,BLUE,,,2.64,4.29,1.9525,3.4425
10/29/04,44,2004,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.45,,
10/29/04,44,2004,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.45,,
10/29/04,44,2004,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
10/29/04,44,2004,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
10/29/04,44,2004,FOREIGN,CHEESE,GORGONZOLA,,,3.69,5.94,2.4575,2.49
10/29/04,44,2004,FOREIGN,CHEESE,GORGONZOLA,,,3.69,5.94,2.4575,2.49
10/29/04,44,2004,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
10/29/04,44,2004,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
10/29/04,44,2004,FOREIGN,CHEESE,"GOUDA, LARGE",,,0,0,,
10/29/04,44,2004,FOREIGN,CHEESE,"GOUDA, LARGE",,,0,0,,
10/29/04,44,2004,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.09,,
10/29/04,44,2004,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.09,,
10/29/04,44,2004,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,3.3625,3.4725
10/29/04,44,2004,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,3.3625,3.4725
10/29/04,44,2004,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.69,1.965,2.1875
10/29/04,44,2004,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.69,1.965,2.1875
10/29/04,44,2004,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.69,3.29,,
10/29/04,44,2004,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.69,3.29,,
10/29/04,44,2004,FOREIGN,CHEESE,ROMANO (COWS MILK),,,0,0,3.1475,5.3225
10/29/04,44,2004,FOREIGN,CHEESE,ROMANO (COWS MILK),,,0,0,3.1475,5.3225
10/29/04,44,2004,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,3.15,,
10/29/04,44,2004,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,3.15,,
10/29/04,44,2004,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
10/29/04,44,2004,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
10/29/04,44,2004,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.29,,
10/29/04,44,2004,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.29,,
10/29/04,44,2004,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,0,0,,
10/29/04,44,2004,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,0,0,,
10/29/04,44,2004,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
10/29/04,44,2004,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
10/29/04,44,2004,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.45,2.65
10/29/04,44,2004,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.45,2.65
11/5/04,44,2004,WEST,CHEESE,CHEDDAR 10# CUTS,1.87,2.09,,,,
11/5/04,44,2004,WEST,CHEESE,CHEDDAR 40# BLOCK,1.69,2.0425,,,,
11/5/04,44,2004,WEST,CHEESE,CHEDDAR 10# CUTS,1.87,2.09,,,,
11/5/04,44,2004,WEST,CHEESE,CHEDDAR 40# BLOCK,1.69,2.0425,,,,
11/5/04,44,2004,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.7,,,,
11/5/04,44,2004,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.7,,,,
11/5/04,44,2004,WEST,CHEESE,MONTEREY JACK 10#,1.88,2.04,,,,
11/5/04,44,2004,WEST,CHEESE,MONTEREY JACK 10#,1.88,2.04,,,,
11/5/04,44,2004,WEST,CHEESE,PROCESS 5# LOAF,1.6925,1.9525,,,,
11/5/04,44,2004,WEST,CHEESE,PROCESS 5# LOAF,1.6925,1.9525,,,,
11/5/04,44,2004,MIDWEST,CHEESE,BLUE 5#,2.42,2.7,,,,
11/5/04,44,2004,MIDWEST,CHEESE,BLUE 5#,2.42,2.7,,,,
11/5/04,44,2004,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.98,2.2225,,,,
11/5/04,44,2004,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.98,2.2225,,,,
11/5/04,44,2004,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.88,2.265,,,,
11/5/04,44,2004,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.88,2.265,,,,
11/5/04,44,2004,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.39,2.95,,,,
11/5/04,44,2004,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.39,2.95,,,,
11/5/04,44,2004,MIDWEST,CHEESE,MONTEREY JACK 10#,1.86,2.265,,,,
11/5/04,44,2004,MIDWEST,CHEESE,MONTEREY JACK 10#,1.86,2.265,,,,
11/5/04,44,2004,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.87,2.365,,,,
11/5/04,44,2004,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.87,2.365,,,,
11/5/04,44,2004,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.72,2,,,,
11/5/04,44,2004,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.72,2,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.71,1.97,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.6375,2.1525,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.595,2.07,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.595,2.07,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.71,1.97,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.6375,2.1525,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.45,2.65,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.45,2.65,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,MUENSTER,1.81,2.0125,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,MUENSTER,1.81,2.0125,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.77,2.01,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.75,1.9575,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.75,1.9575,,,,
11/12/04,45,2004,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.77,2.01,,,,
11/12/04,45,2004,FOREIGN,CHEESE,BLUE,,,2.64,4.29,1.9525,3.4425
11/12/04,45,2004,FOREIGN,CHEESE,BLUE,,,2.64,4.29,1.9525,3.4425
11/12/04,45,2004,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.45,,
11/12/04,45,2004,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
11/12/04,45,2004,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.45,,
11/12/04,45,2004,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
11/12/04,45,2004,FOREIGN,CHEESE,GORGONZOLA,,,3.69,5.94,2.4575,2.49
11/12/04,45,2004,FOREIGN,CHEESE,GORGONZOLA,,,3.69,5.94,2.4575,2.49
11/12/04,45,2004,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
11/12/04,45,2004,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
11/12/04,45,2004,FOREIGN,CHEESE,"GOUDA, LARGE",,,0,0,,
11/12/04,45,2004,FOREIGN,CHEESE,"GOUDA, LARGE",,,0,0,,
11/12/04,45,2004,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.09,,
11/12/04,45,2004,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.09,,
11/12/04,45,2004,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,3.3625,3.4725
11/12/04,45,2004,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,3.3625,3.4725
11/12/04,45,2004,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.69,1.965,2.1875
11/12/04,45,2004,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.69,1.965,2.1875
11/12/04,45,2004,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.69,3.29,,
11/12/04,45,2004,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.69,3.29,,
11/12/04,45,2004,FOREIGN,CHEESE,ROMANO (COWS MILK),,,0,0,3.1475,5.3225
11/12/04,45,2004,FOREIGN,CHEESE,ROMANO (COWS MILK),,,0,0,3.1475,5.3225
11/12/04,45,2004,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,3.15,,
11/12/04,45,2004,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,3.15,,
11/12/04,45,2004,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
11/12/04,45,2004,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
11/12/04,45,2004,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.29,,
11/12/04,45,2004,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.29,,
11/12/04,45,2004,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,0,0,,
11/12/04,45,2004,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,0,0,,
11/12/04,45,2004,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
11/12/04,45,2004,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
11/12/04,45,2004,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.45,2.65
11/12/04,45,2004,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.45,2.65
11/12/04,45,2004,WEST,CHEESE,CHEDDAR 10# CUTS,1.87,2.09,,,,
11/12/04,45,2004,WEST,CHEESE,CHEDDAR 40# BLOCK,1.69,2.0425,,,,
11/12/04,45,2004,WEST,CHEESE,CHEDDAR 10# CUTS,1.87,2.09,,,,
11/12/04,45,2004,WEST,CHEESE,CHEDDAR 40# BLOCK,1.69,2.0425,,,,
11/12/04,45,2004,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.7,,,,
11/12/04,45,2004,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.7,,,,
11/12/04,45,2004,WEST,CHEESE,MONTEREY JACK 10#,1.88,2.04,,,,
11/12/04,45,2004,WEST,CHEESE,MONTEREY JACK 10#,1.88,2.04,,,,
11/12/04,45,2004,WEST,CHEESE,PROCESS 5# LOAF,1.6925,1.9525,,,,
11/12/04,45,2004,WEST,CHEESE,PROCESS 5# LOAF,1.6925,1.9525,,,,
11/12/04,45,2004,MIDWEST,CHEESE,BLUE 5#,2.42,2.7,,,,
11/12/04,45,2004,MIDWEST,CHEESE,BLUE 5#,2.42,2.7,,,,
11/12/04,45,2004,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.98,2.2225,,,,
11/12/04,45,2004,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.98,2.2225,,,,
11/12/04,45,2004,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.88,2.265,,,,
11/12/04,45,2004,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.88,2.265,,,,
11/12/04,45,2004,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.39,2.95,,,,
11/12/04,45,2004,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.39,2.95,,,,
11/12/04,45,2004,MIDWEST,CHEESE,MONTEREY JACK 10#,1.86,2.265,,,,
11/12/04,45,2004,MIDWEST,CHEESE,MONTEREY JACK 10#,1.86,2.265,,,,
11/12/04,45,2004,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.87,2.365,,,,
11/12/04,45,2004,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.87,2.365,,,,
11/12/04,45,2004,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.72,2,,,,
11/12/04,45,2004,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.72,2,,,,
11/12/04,46,2004,MIDWEST,CHEESE,BLUE 5#,2.4825,2.7,,,,
11/12/04,46,2004,MIDWEST,CHEESE,BLUE 5#,2.4825,2.7,,,,
11/12/04,46,2004,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.98,2.2875,,,,
11/12/04,46,2004,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.98,2.2875,,,,
11/12/04,46,2004,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.88,2.265,,,,
11/12/04,46,2004,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.88,2.265,,,,
11/12/04,46,2004,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.45,2.95,,,,
11/12/04,46,2004,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.45,2.95,,,,
11/12/04,46,2004,MIDWEST,CHEESE,MONTEREY JACK 10#,1.86,2.265,,,,
11/12/04,46,2004,MIDWEST,CHEESE,MONTEREY JACK 10#,1.86,2.265,,,,
11/12/04,46,2004,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.89,2.365,,,,
11/12/04,46,2004,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.89,2.365,,,,
11/12/04,46,2004,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.7825,2,,,,
11/12/04,46,2004,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.7825,2,,,,
11/19/04,46,2004,WEST,CHEESE,CHEDDAR 10# CUTS,1.9325,2.1525,,,,
11/19/04,46,2004,WEST,CHEESE,CHEDDAR 10# CUTS,1.9325,2.1525,,,,
11/19/04,46,2004,WEST,CHEESE,CHEDDAR 40# BLOCK,1.7525,2.1025,,,,
11/19/04,46,2004,WEST,CHEESE,CHEDDAR 40# BLOCK,1.7525,2.1025,,,,
11/19/04,46,2004,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.7,,,,
11/19/04,46,2004,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.7,,,,
11/19/04,46,2004,WEST,CHEESE,MONTEREY JACK 10#,1.9425,2.1025,,,,
11/19/04,46,2004,WEST,CHEESE,MONTEREY JACK 10#,1.9425,2.1025,,,,
11/19/04,46,2004,WEST,CHEESE,PROCESS 5# LOAF,1.755,2.015,,,,
11/19/04,46,2004,WEST,CHEESE,PROCESS 5# LOAF,1.755,2.015,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.6575,2.1325,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.7,2.215,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.7,2.215,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.7725,2.0325,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.7725,2.0325,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.6575,2.1325,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.45,2.65,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.45,2.65,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,MUENSTER,1.8725,2.075,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,MUENSTER,1.8725,2.075,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.8125,2.02,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.8325,2.0725,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.8125,2.02,,,,
11/19/04,46,2004,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.8325,2.0725,,,,
11/19/04,46,2004,FOREIGN,CHEESE,BLUE,,,2.64,4.29,2.015,3.505
11/19/04,46,2004,FOREIGN,CHEESE,BLUE,,,2.64,4.29,2.015,3.505
11/19/04,46,2004,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.45,,
11/19/04,46,2004,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
11/19/04,46,2004,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
11/19/04,46,2004,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.45,,
11/19/04,46,2004,FOREIGN,CHEESE,GORGONZOLA,,,3.69,5.94,2.49,2.53
